期次|开奖号码||||
150922027|1|5|7|1|5
150922028|4|6|2|1|5
150922029|8|9|5|9|6
150922030|1|5|1|0|7
150922031|3|6|1|3|9
150922032|7|2|2|6|7
150922033|8|2|6|7|1
150922034|7|3|7|5|0
150922035|9|1|0|9|3
150922036|1|9|4|8|5
150922037|8|9|7|7|9
150922038|8|5|4|9|7
150922039|3|6|7|8|9
150922040|3|6|5|6|1
150922041|0|9|4|7|7
150922042|6|8|5|7|5
150922043|3|0|2|1|0
150922044|3|8|5|8|5
150922045|9|1|9|2|1
150922046|8|8|2|9|1
150922047|8|0|7|0|0
150922048|2|5|6|4|7
150922049|1|6|5|7|3
150922050|8|3|4|3|1
150922051|9|3|1|4|2
150922052|0|0|5|6|3
150922053|4|9|6|8|2
150922054|7|9|9|5|4
150922055|9|8|2|1|7
150922056|5|7|0|0|1
150922057|0|3|6|4|4
150922058|3|7|7|6|6
150922059|9|4|1|2|1
150922060|5|0|9|2|6
150922061|4|1|2|1|6
150922062|7|9|1|7|9
150922063|3|9|4|1|7
150922064|5|2|7|1|4
150922065|0|1|2|6|9
150922066|1|1|1|0|9
150922067|0|7|4|3|3
150922068|9|6|9|4|2
150922069|5|0|8|7|8
150922070|7|6|4|5|9
150922071|4|3|5|1|3
150922072|5|9|3|0|5
150922073|5|0|9|1|4
150922074|5|2|6|2|6
150922075|3|2|3|5|2
150922076|2|6|7|1|2
150922077|2|7|8|9|4
150922078|1|4|3|2|7
150922079|4|0|6|2|1
150922080|5|9|6|1|1
150922081|1|8|0|9|3
150922082|4|1|0|0|5
150922083|1|9|4|1|3
150922084|0|6|3|2|9
150922085|8|2|0|4|6
150922086|8|9|8|0|3
150922087|2|5|7|7|9
150922088|7|9|8|1|2
150922089|5|0|8|8|8
150922090|0|2|9|4|3
150922091|2|1|1|8|9
150922092|0|0|8|2|9
150922093|0|0|0|4|2
150922094|9|2|3|0|8
150922095|7|2|3|9|1
150922096|2|3|8|9|4
150922097|5|7|9|1|9
150922098|5|8|5|8|8
150922099|1|1|1|1|6
150922100|4|2|8|7|1
150922101|9|1|1|2|1
150922102|1|0|8|8|1
150922103|6|4|3|8|4
150922104|4|8|2|4|7
150922105|6|7|0|9|1
150922106|1|6|8|7|5
150922107|2|3|2|5|8
150922108|6|4|9|2|7
150922109|2|2|7|9|5
150922110|1|9|7|8|3
150922111|9|3|8|1|1
150922112|8|8|2|9|9
150922113|2|7|9|4|2
150922114|4|6|9|6|3
150922115|0|2|6|9|9
150922116|7|6|6|7|0
150922117|6|2|8|8|9
150922118|0|0|6|9|0
150922119|2|1|9|7|6
150922120|8|0|0|7|1
150923001|2|8|7|8|8
150923002|5|5|5|3|7
150923003|9|6|9|2|2
150923004|0|3|3|7|7
150923005|2|0|1|2|6
150923006|9|6|6|9|5
150923007|4|9|0|7|7
150923008|1|3|8|7|5
150923009|2|9|6|2|8
150923010|5|7|6|0|5
150923011|7|6|9|8|9
150923012|1|2|2|5|4
150923013|7|1|9|1|5
150923014|5|4|7|4|1
150923015|2|1|7|5|5
150923016|7|7|6|1|0
150923017|7|0|7|5|2
150923018|1|5|6|1|4
150923019|9|4|6|2|2
150923020|6|0|5|4|1
150923021|3|2|8|9|6
150923022|0|2|7|0|5
150923023|2|7|2|4|4
150923024|5|1|2|3|1
150923025|7|4|7|0|9
150923026|8|4|6|5|4
150923027|9|5|2|5|3
150923028|2|1|1|1|0
150923029|6|0|6|0|8
150923030|9|5|1|8|9
150923031|7|3|1|5|2
150923032|0|4|7|7|5
150923033|6|5|6|4|8
150923034|1|9|7|2|6
150923035|2|5|8|6|7
150923036|0|1|1|1|8
150923037|3|3|9|6|2
150923038|1|2|2|8|4
150923039|2|5|6|6|3
150923040|3|4|5|5|8
150923041|2|4|7|6|9
150923042|7|4|1|0|6
150923043|1|1|5|0|0
150923044|9|7|1|2|9
150923045|0|9|5|6|8
150923046|6|7|9|5|0
150923047|3|7|5|5|1
150923048|5|6|2|9|9
150923049|9|2|4|9|0
150923050|9|7|8|0|4
150923051|7|7|3|0|3
150923052|1|1|1|4|5
150923053|8|0|1|3|1
150923054|5|3|5|5|3
150923055|8|1|2|6|1
150923056|9|9|0|7|9
150923057|0|7|3|9|8
150923058|0|0|5|1|3
150923059|1|5|0|6|5
150923060|3|5|7|6|3
150923061|8|7|4|3|9
150923062|4|7|3|6|7
150923063|1|7|4|0|5
150923064|3|1|9|9|9
150923065|3|9|9|5|3
150923066|0|5|8|9|6
150923067|2|5|8|0|2
150923068|9|5|0|9|9
150923069|5|5|0|7|8
150923070|9|5|8|1|7
150923071|3|7|7|3|9
150923072|2|1|5|0|8
150923073|7|1|3|5|6
150923074|1|4|7|8|9
150923075|5|7|3|9|8
150923076|1|8|2|6|9
150923077|0|4|1|9|5
150923078|6|3|3|8|9
150923079|3|9|8|0|4
150923080|9|5|7|1|9
150923081|0|4|2|6|3
150923082|7|5|3|7|8
150923083|9|4|4|2|0
150923084|0|4|1|7|1
150923085|1|9|9|8|9
150923086|6|8|2|2|0
150923087|2|7|4|9|7
150923088|2|8|1|5|7
150923089|2|1|6|2|4
150923090|5|0|2|7|0
150923091|4|0|5|5|3
150923092|2|5|8|7|3
150923093|9|1|4|3|7
150923094|0|4|1|2|9
150923095|3|5|4|7|3
150923096|3|1|5|8|4
150923097|5|4|9|8|3
150923098|8|2|4|8|6
150923099|1|5|3|6|9
150923100|6|1|0|1|2
150923101|7|3|2|2|2
150923102|9|0|5|4|5
150923103|6|6|2|9|6
150923104|1|1|7|5|4
150923105|9|4|3|2|7
150923106|5|1|8|3|6
150923107|5|2|8|1|5
150923108|2|5|5|7|2
150923109|5|7|3|0|9
150923110|6|2|0|1|0
150923111|9|9|3|5|6
150923112|4|4|2|1|8
150923113|6|3|9|3|4
150923114|9|8|4|1|2
150923115|1|7|4|6|5
150923116|6|2|2|8|2
150923117|7|8|7|4|9
150923118|6|2|8|0|3
150923119|7|6|0|0|2
150923120|9|3|5|4|5
150924001|4|0|0|2|9
150924002|4|9|9|7|6
150924003|0|0|4|5|4
150924004|2|7|5|1|2
150924005|8|0|7|1|4
150924006|4|7|2|1|5
150924007|5|8|0|9|9
150924008|4|5|6|4|2
150924009|7|1|6|0|4
150924010|7|0|8|0|7
150924011|3|1|2|3|9
150924012|6|6|6|8|2
150924013|1|1|6|6|0
150924014|7|9|5|7|8
150924015|1|9|8|9|8
150924016|0|3|0|8|7
150924017|3|3|0|3|3
150924018|5|2|8|3|2
150924019|5|5|7|1|1
150924020|7|4|3|1|7
150924021|8|0|6|7|9
150924022|6|6|4|2|2
150924023|7|0|0|3|4
150924024|7|1|2|3|1
150924025|4|8|1|7|9
150924026|3|1|5|8|8
150924027|2|6|4|3|0
150924028|1|6|8|1|3
150924029|7|6|2|4|4
150924030|3|5|7|2|6
150924031|0|9|5|3|4
150924032|0|4|5|5|7
150924033|6|6|7|9|3
150924034|4|3|5|3|9
150924035|2|4|3|8|1
150924036|7|3|1|3|5
150924037|2|8|7|2|0
150924038|5|9|6|5|5
150924039|7|0|5|4|5
150924040|9|3|2|1|9
150924041|7|1|5|5|6
150924042|9|9|3|3|2
150924043|8|2|7|5|8
150924044|9|3|8|6|7
150924045|2|7|1|9|2
150924046|7|7|2|3|9
150924047|6|5|4|9|3
150924048|0|8|9|1|9
150924049|3|5|5|9|5
150924050|0|5|1|5|7
150924051|9|9|7|6|8
150924052|8|4|3|3|3
150924053|3|1|7|2|2
150924054|9|7|4|7|6
150924055|9|6|6|8|9
150924056|2|5|0|7|9
150924057|2|2|0|3|6
150924058|8|9|0|7|8
150924059|7|6|7|0|7
150924060|6|9|0|4|1
150924061|9|9|0|7|7
150924062|9|1|5|9|7
150924063|0|3|7|1|2
150924064|8|7|5|8|1
150924065|8|3|7|5|6
150924066|4|5|5|1|0
150924067|1|6|1|9|7
150924068|5|3|2|1|0
150924069|7|2|6|1|8
150924070|3|9|8|9|9
150924071|8|3|9|0|6
150924072|2|1|2|2|8
150924073|9|0|7|8|5
150924074|9|2|8|5|6
150924075|8|8|0|7|8
150924076|2|5|7|8|0
150924077|1|2|8|1|1
150924078|1|2|7|4|9
150924079|3|7|4|5|6
150924080|3|1|4|4|5
150924081|6|8|6|0|8
150924082|0|6|9|4|4
150924083|2|8|2|3|2
150924084|8|3|8|6|2
150924085|0|5|0|0|1
150924086|1|2|0|7|8
150924087|5|0|2|3|0
150924088|8|6|0|5|7
150924089|9|5|7|3|8
150924090|8|0|5|1|5
150924091|0|1|2|9|3
150924092|1|4|2|9|9
150924093|9|1|4|0|0
150924094|3|6|7|9|8
150924095|9|0|7|3|2
150924096|9|8|2|4|7
150924097|7|5|2|6|9
150924098|7|9|9|5|9
150924099|6|0|2|4|1
150924100|0|4|8|7|9
150924101|6|8|3|4|0
150924102|2|0|9|7|7
150924103|3|0|6|4|1
150924104|0|9|5|6|0
150924105|7|8|9|8|3
150924106|9|7|2|0|7
150924107|7|9|6|3|9
150924108|8|0|2|3|8
150924109|4|8|6|6|7
150924110|4|7|7|0|1
150924111|7|4|7|8|7
150924112|4|6|6|5|2
150924113|7|4|9|5|5
150924114|6|3|3|1|7
150924115|1|6|4|8|0
150924116|2|2|2|5|4
150924117|1|4|8|9|4
150924118|5|6|9|7|1
150924119|0|1|7|7|4
150924120|8|5|5|2|2
150925001|7|7|2|8|4
150925002|6|5|4|3|8
150925003|7|2|9|3|7
150925004|8|9|5|4|3
150925005|1|9|9|9|2
150925006|6|9|0|5|9
150925007|7|5|5|6|2
150925008|1|1|8|8|2
150925009|1|4|3|2|8
150925010|5|9|1|6|0
150925011|9|1|5|8|3
150925012|9|0|2|3|9
150925013|8|0|2|0|7
150925014|4|3|6|4|6
150925015|9|2|8|9|7
150925016|1|5|8|9|3
150925017|8|8|6|4|6
150925018|2|8|1|6|9
150925019|8|6|6|2|0
150925020|2|8|3|7|6
150925021|0|2|9|1|5
150925022|9|1|4|0|7
150925023|2|1|8|3|9
150925024|1|8|7|6|3
150925025|5|5|0|3|3
150925026|3|0|3|8|8
150925027|2|5|8|6|0
150925028|9|8|1|5|7
150925029|3|1|1|7|9
150925030|3|4|1|0|2
150925031|0|7|8|2|2
150925032|4|2|9|8|4
150925033|3|4|5|6|1
150925034|5|6|5|1|3
150925035|9|5|6|2|7
150925036|3|1|1|8|1
150925037|8|7|7|0|4
150925038|8|2|9|6|1
150925039|1|3|8|2|2
150925040|7|5|0|4|7
150925041|9|1|7|6|8
150925042|6|7|7|9|8
150925043|8|9|5|5|1
150925044|8|7|2|6|2
150925045|1|4|0|9|4
150925046|3|7|3|5|3
150925047|3|2|5|0|7
150925048|4|5|0|6|8
150925049|6|0|7|7|6
150925050|9|5|1|4|1
150925051|4|3|6|1|4
150925052|6|9|4|2|1
150925053|3|3|6|6|5
150925054|2|3|0|9|3
150925055|1|0|8|9|7
150925056|1|2|5|9|6
150925057|6|0|1|8|1
150925058|4|0|7|7|5
150925059|9|2|3|4|1
150925060|5|8|1|7|6
150925061|3|3|4|8|2
150925062|7|9|9|8|4
150925063|6|6|5|9|1
150925064|4|4|2|2|9
150925065|7|4|3|5|6
150925066|4|3|8|1|9
150925067|3|5|1|0|3
150925068|8|0|6|2|8
150925069|1|5|3|6|8
150925070|7|4|0|0|0
150925071|2|1|8|8|8
150925072|5|9|6|7|4
150925073|4|0|3|0|6
150925074|2|8|8|4|3
150925075|6|8|8|5|8
150925076|5|9|6|6|2
150925077|8|8|4|6|1
150925078|6|4|1|3|6
150925079|5|0|8|7|4
150925080|9|0|3|1|8
150925081|2|6|7|1|5
150925082|3|9|2|4|6
150925083|8|6|8|8|8
150925084|6|2|3|0|4
150925085|4|5|3|4|5
150925086|2|8|9|4|9
150925087|1|7|3|6|9
150925088|4|9|5|2|0
150925089|7|0|8|3|0
150925090|4|3|6|7|4
150925091|9|1|4|0|9
150925092|3|2|6|6|4
150925093|3|6|0|8|9
150925094|2|7|5|1|5
150925095|9|8|8|6|6
150925096|1|7|9|0|5
150925097|8|1|5|3|0
150925098|5|5|6|9|7
150925099|2|1|0|2|9
150925100|9|1|0|6|2
150925101|9|5|8|8|2
150925102|4|5|0|1|2
150925103|4|7|2|5|3
150925104|0|4|7|4|0
150925105|6|0|5|4|7
150925106|1|1|1|5|2
150925107|2|3|3|8|6
150925108|3|7|4|0|9
150925109|1|8|1|0|7
150925110|8|3|9|9|4
150925111|5|5|3|7|9
150925112|4|3|0|7|3
150925113|9|7|3|4|5
150925114|4|9|1|2|3
150925115|2|8|8|2|9
150925116|9|4|0|8|6
150925117|0|0|3|4|5
150925118|2|0|7|0|3
150925119|4|8|6|8|7
150925120|4|0|3|0|6
150926001|3|8|2|2|2
150926002|3|5|1|7|3
150926003|4|7|8|4|9
150926004|6|3|0|4|1
150926005|9|9|6|9|0
150926006|2|3|8|4|2
150926007|6|0|7|1|9
150926008|1|3|7|0|3
150926009|8|8|8|0|2
150926010|4|2|8|9|6
150926011|8|4|6|4|9
150926012|3|8|4|1|1
150926013|9|5|3|6|9
150926014|0|0|5|0|2
150926015|9|8|5|2|4
150926016|8|3|8|4|3
150926017|8|2|0|3|3
150926018|7|4|8|3|1
150926019|3|0|3|0|2
150926020|1|0|5|0|1
150926021|8|6|8|4|4
150926022|6|4|7|3|1
150926023|8|8|9|1|8
150926024|3|9|9|7|8
150926025|3|8|8|2|1
150926026|7|1|0|5|1
150926027|1|9|0|1|2
150926028|3|4|3|1|3
150926029|4|5|6|6|1
150926030|3|1|0|7|1
150926031|6|3|6|0|7
150926032|5|9|3|4|2
150926033|1|0|8|7|8
150926034|8|8|1|7|8
150926035|3|9|3|5|9
150926036|2|3|1|0|2
150926037|6|2|5|4|6
150926038|8|2|9|7|6
150926039|1|6|1|1|8
150926040|5|3|4|9|6
150926041|6|9|8|2|1
150926042|2|0|4|5|7
150926043|4|0|5|8|0
150926044|0|4|6|7|4
150926045|6|8|1|7|8
150926046|4|1|4|2|2
150926047|5|3|4|4|1
150926048|0|3|3|6|9
150926049|6|8|8|5|8
150926050|8|1|9|6|2
150926051|3|5|1|7|5
150926052|8|6|8|5|3
150926053|1|7|7|6|5
150926054|4|4|3|8|0
150926055|3|2|3|2|0
150926056|9|4|1|6|8
150926057|8|0|5|4|6
150926058|8|1|0|6|7
150926059|4|3|7|5|5
150926060|6|0|9|9|8
150926061|1|2|2|4|0
150926062|9|0|5|1|4
150926063|1|2|5|4|4
150926064|8|7|8|3|6
150926065|3|1|3|5|3
150926066|0|9|9|6|1
150926067|1|8|5|6|2
150926068|2|1|8|9|2
150926069|9|4|9|5|6
150926070|7|7|2|8|3
150926071|4|0|5|3|8
150926072|6|1|5|4|3
150926073|7|9|3|0|5
150926074|1|5|2|2|0
150926075|8|3|3|7|0
150926076|2|9|0|7|6
150926077|7|3|1|1|7
150926078|0|4|5|5|3
150926079|4|5|6|9|9
150926080|1|9|0|9|1
150926081|1|7|1|5|3
150926082|9|3|0|1|8
150926083|6|7|1|5|7
150926084|1|7|1|4|5
150926085|1|4|7|8|7
150926086|1|8|4|1|0
150926087|7|4|4|3|5
150926088|2|9|9|4|3
150926089|2|5|4|3|8
150926090|1|3|7|0|0
150926091|7|4|7|3|0
150926092|5|5|6|9|8
150926093|4|0|2|0|3
150926094|4|0|9|9|5
150926095|3|7|5|5|8
150926096|0|3|6|7|5
150926097|4|4|8|1|3
150926098|0|5|6|2|4
150926099|0|7|2|5|3
150926100|5|9|2|1|8
150926101|1|4|1|2|4
150926102|0|3|2|2|1
150926103|7|5|0|7|8
150926104|4|1|8|8|1
150926105|7|1|2|1|7
150926106|3|4|6|2|7
150926107|4|2|6|6|6
150926108|6|5|1|3|9
150926109|3|4|2|2|6
150926110|7|6|7|5|5
150926111|8|6|8|7|8
150926112|6|2|7|4|2
150926113|4|2|3|8|0
150926114|0|5|8|3|5
150926115|5|0|5|2|9
150926116|4|7|8|8|4
150926117|3|7|3|5|5
150926118|8|5|1|4|0
150926119|5|9|6|6|1
150926120|0|9|5|3|8
150927001|4|1|6|8|8
150927002|0|4|9|4|3
150927003|9|7|6|9|6
150927004|2|5|3|8|0
150927005|0|6|5|0|8
150927006|4|0|6|0|3
150927007|8|0|1|4|5
150927008|6|1|6|4|6
150927009|1|3|5|1|5
150927010|2|1|9|0|2
150927011|9|6|1|3|0
150927012|5|1|0|0|4
150927013|7|9|6|6|6
150927014|2|8|7|4|7
150927015|1|2|3|2|8
150927016|1|7|7|1|6
150927017|6|6|5|2|5
150927018|6|8|8|4|6
150927019|3|5|2|3|6
150927020|0|0|0|8|9
150927021|1|8|5|3|8
150927022|9|1|1|0|2
150927023|2|5|2|9|0
150927024|7|8|9|0|5
150927025|5|3|6|2|3
150927026|5|1|2|6|4
150927027|9|2|1|4|6
150927028|9|1|4|5|1
150927029|1|6|9|8|8
150927030|4|8|1|8|7
150927031|9|3|6|7|4
150927032|6|5|7|2|4
150927033|4|7|6|5|1
150927034|2|0|1|5|8
150927035|2|2|5|6|6
150927036|3|6|3|3|3
150927037|0|8|3|3|7
150927038|5|4|4|3|4
150927039|6|6|6|6|1
150927040|8|4|5|3|5
150927041|7|3|7|6|3
150927042|4|6|0|9|5
150927043|2|3|2|6|7
150927044|9|2|1|8|4
150927045|2|0|5|6|4
150927046|6|0|7|8|0
150927047|6|4|8|6|7
150927048|2|4|9|4|3
150927049|6|4|8|2|5
150927050|5|5|1|3|6
150927051|7|2|4|0|1
150927052|8|5|8|5|5
150927053|1|7|4|8|5
150927054|3|8|2|5|3
150927055|0|9|5|3|1
150927056|6|0|1|0|0
150927057|6|7|8|3|6
150927058|4|0|4|0|5
150927059|1|0|2|9|3
150927060|6|4|8|1|6
150927061|5|7|1|2|8
150927062|3|2|1|4|4
150927063|0|2|6|5|0
150927064|8|7|0|5|8
150927065|7|5|2|6|8
150927066|6|3|4|9|5
150927067|3|9|1|6|6
150927068|7|7|2|0|1
150927069|2|4|7|1|4
150927070|2|0|9|9|5
150927071|0|0|8|5|9
150927072|3|0|1|9|5
150927073|4|7|4|3|6
150927074|1|9|8|6|8
150927075|1|9|7|0|9
150927076|7|2|3|5|1
150927077|0|7|3|4|8
150927078|0|4|3|0|8
150927079|9|2|3|6|4
150927080|6|2|4|0|6
150927081|4|7|4|5|7
150927082|8|9|1|5|9
150927083|1|5|6|1|3
150927084|2|3|2|6|3
150927085|3|1|3|9|8
150927086|1|3|4|8|9
150927087|2|3|9|3|3
150927088|7|7|6|2|3
150927089|6|7|7|6|4
150927090|3|2|9|6|2
150927091|8|7|3|7|9
150927092|9|2|9|1|5
150927093|7|2|0|2|1
150927094|9|5|7|8|5
150927095|5|2|5|9|1
150927096|8|5|2|0|1
150927097|6|4|4|9|4
150927098|1|2|6|9|3
150927099|0|5|6|9|0
150927100|4|6|7|0|8
150927101|3|6|9|4|1
150927102|4|0|8|4|3
150927103|4|0|2|0|9
150927104|0|8|6|3|2
150927105|6|0|6|6|2
150927106|1|0|4|1|5
150927107|5|4|1|9|9
150927108|1|7|0|6|4
150927109|5|7|8|4|5
150927110|7|7|6|1|2
150927111|4|9|9|6|8
150927112|5|2|6|4|4
150927113|6|4|6|2|0
150927114|7|6|2|8|7
150927115|1|4|8|8|1
150927116|2|2|2|3|0
150927117|5|4|7|0|1
150927118|5|2|8|6|6
150927119|5|9|8|4|3
150927120|8|0|7|1|7
150928001|8|4|4|7|5
150928002|2|2|0|6|0
150928003|5|6|7|0|2
150928004|4|0|1|0|0
150928005|7|0|3|9|4
150928006|3|3|4|9|1
150928007|5|2|7|6|1
150928008|3|0|2|3|2
150928009|0|7|1|1|6
150928010|1|5|7|5|7
150928011|2|4|2|7|1
150928012|3|5|2|8|6
150928013|7|9|0|3|2
150928014|9|4|0|6|1
150928015|2|8|9|0|0
150928016|6|9|7|8|2
150928017|6|2|4|6|8
150928018|5|1|6|0|9
150928019|9|7|0|6|3
150928020|5|1|1|3|4
150928021|7|5|8|6|5
150928022|0|7|1|8|9
150928023|6|6|9|5|4
150928024|3|4|6|8|6
150928025|5|9|2|8|2
150928026|0|0|1|2|8
150928027|5|8|8|2|3
150928028|4|8|7|6|5
150928029|6|3|9|2|0
150928030|6|3|7|5|6
150928031|2|6|8|7|0
150928032|6|7|3|5|0
150928033|7|2|3|2|8
150928034|9|9|9|6|9
150928035|7|1|0|5|5
150928036|1|8|8|6|9
150928037|8|0|8|5|6
150928038|7|1|8|5|8
150928039|4|1|0|0|5
150928040|6|7|3|7|0
150928041|7|7|6|9|9
150928042|1|5|6|0|1
150928043|9|6|5|5|6
150928044|9|7|8|5|1
150928045|2|7|1|7|3
150928046|3|0|5|7|6
150928047|7|4|2|3|9
150928048|0|4|1|0|9
150928049|1|3|2|8|3
150928050|9|4|7|4|9
150928051|7|3|9|6|7
150928052|9|0|6|5|7
150928053|2|9|2|3|0
150928054|7|8|6|5|3
150928055|9|9|3|2|4
150928056|9|9|9|4|8
150928057|9|5|9|5|6
150928058|2|1|2|2|3
150928059|5|3|7|8|4
150928060|7|3|7|5|9
150928061|5|9|4|8|1
150928062|2|5|1|9|7
150928063|8|6|3|7|0
150928064|8|0|8|8|1
150928065|1|0|0|6|7
150928066|2|5|3|1|9
150928067|4|9|9|8|9
150928068|5|3|2|4|8
150928069|7|1|6|6|9
150928070|3|3|7|1|4
150928071|2|6|9|1|8
150928072|9|6|7|4|0
150928073|8|0|0|8|7
150928074|2|3|3|8|2
150928075|1|4|5|3|4
150928076|6|1|2|8|7
150928077|9|1|8|5|5
150928078|3|4|0|8|4
150928079|0|6|1|6|3
150928080|0|7|5|9|4
150928081|2|1|7|9|6
150928082|7|9|1|1|5
150928083|9|5|0|3|0
150928084|3|5|7|1|2
150928085|4|9|4|8|4
150928086|6|9|9|8|7
150928087|7|9|7|0|7
150928088|5|2|8|4|7
150928089|5|8|4|6|3
150928090|2|6|6|4|5
150928091|4|4|4|8|3
150928092|5|5|8|2|7
150928093|1|7|9|7|2
150928094|3|5|8|4|3
150928095|5|5|4|9|8
150928096|4|3|5|8|5
150928097|9|6|9|3|4
150928098|6|5|1|5|4
150928099|9|1|1|4|5
150928100|0|8|5|6|7
150928101|6|6|6|3|5
150928102|8|0|4|9|1
150928103|2|9|2|0|9
150928104|2|6|1|7|5
150928105|7|4|8|3|7
150928106|7|9|4|5|6
150928107|7|5|6|5|3
150928108|8|6|7|5|2
150928109|2|9|8|4|9
150928110|8|8|4|6|2
150928111|7|1|5|9|9
150928112|4|2|1|0|7
150928113|7|1|4|8|2
150928114|3|8|1|2|2
150928115|2|0|5|5|2
150928116|4|3|8|6|3
150928117|0|0|1|4|1
150928118|0|7|3|5|2
150928119|4|9|1|4|2
150928120|1|7|7|1|4
150929001|2|0|8|3|9
150929002|0|4|3|6|8
150929003|0|8|8|2|5
150929004|3|6|0|0|4
150929005|8|8|3|3|9
150929006|5|3|6|0|3
150929007|8|4|0|1|2
150929008|9|6|2|0|6
150929009|9|1|6|8|6
150929010|5|1|5|9|8
150929011|1|8|6|8|9
150929012|6|0|6|3|7
150929013|8|4|5|2|3
150929014|9|1|3|6|1
150929015|2|2|5|4|8
150929016|5|5|3|2|4
150929017|4|6|5|0|9
150929018|0|3|4|7|5
150929019|6|6|0|5|0
150929020|5|4|6|1|3
150929021|1|8|5|7|8
150929022|4|0|6|3|6
150929023|9|6|4|6|3
150929024|1|1|3|8|6
150929025|8|1|2|0|9
150929026|1|0|5|3|7
150929027|4|8|1|8|7
150929028|2|8|2|5|5
150929029|4|8|3|2|1
150929030|6|2|6|5|2
150929031|9|1|7|6|0
150929032|7|2|6|0|0
150929033|7|3|5|2|1
150929034|8|7|7|3|0
150929035|5|8|9|5|1
150929036|3|2|2|2|6
150929037|9|5|3|5|1
150929038|0|3|7|7|8
150929039|4|6|0|3|8
150929040|5|6|5|3|3
150929041|6|4|9|2|3
150929042|8|2|2|7|7
150929043|1|1|8|6|0
150929044|3|7|5|2|5
150929045|2|1|9|3|7
150929046|0|4|4|1|6
150929047|5|0|8|5|7
150929048|4|9|4|4|9
150929049|7|9|3|6|6
150929050|4|7|0|9|9
150929051|6|7|6|5|6
150929052|9|7|0|7|3
150929053|2|6|9|4|6
150929054|4|0|9|7|3
150929055|2|5|1|4|7
150929056|3|0|8|5|2
150929057|9|1|3|4|6
150929058|2|4|5|6|3
150929059|0|9|9|5|9
150929060|8|4|0|6|2
150929061|9|6|5|3|3
150929062|5|2|0|1|5
150929063|6|3|2|6|7
150929064|5|6|7|0|6
150929065|2|1|0|9|3
150929066|9|5|6|4|7
150929067|6|8|7|3|3
150929068|1|6|9|2|9
150929069|1|0|9|0|2
150929070|1|7|5|3|7
150929071|2|3|1|0|3
150929072|7|0|7|0|6
150929073|3|1|4|2|0
150929074|5|4|1|7|9
150929075|7|4|4|4|7
150929076|8|2|7|2|9
150929077|4|9|8|2|3
150929078|9|8|5|3|3
150929079|0|7|7|8|0
150929080|4|5|4|9|6
150929081|1|1|3|1|5
150929082|1|2|2|0|6
150929083|5|2|4|5|6
150929084|4|7|1|1|6
150929085|3|4|1|8|7
150929086|2|2|0|9|4
150929087|3|3|0|3|0
150929088|8|8|9|9|5
150929089|0|3|0|6|4
150929090|9|4|4|6|6
150929091|9|6|0|2|2
150929092|0|8|5|8|2
150929093|6|9|2|8|0
150929094|6|4|3|5|0
150929095|2|6|4|9|5
150929096|4|7|2|4|2
150929097|7|6|1|5|1
150929098|4|0|8|0|4
150929099|2|4|6|0|5
150929100|1|3|9|4|7
150929101|9|6|9|6|7
150929102|3|7|4|0|2
150929103|1|2|9|5|6
150929104|1|8|2|8|6
150929105|8|2|1|3|3
150929106|1|7|4|5|2
150929107|8|7|4|8|9
150929108|2|1|3|3|6
150929109|9|2|4|4|7
150929110|7|4|4|6|3
150929111|6|0|5|8|9
150929112|5|4|7|1|2
150929113|1|4|0|5|1
150929114|8|4|4|1|8
150929115|3|8|5|7|0
150929116|0|1|1|9|9
150929117|8|3|2|0|2
150929118|1|4|3|8|4
150929119|2|1|0|2|5
150929120|4|5|5|6|2
150930001|3|1|4|5|4
150930002|2|0|0|7|7
150930003|7|2|2|1|8
150930004|4|5|2|8|2
150930005|3|9|3|9|1
150930006|8|0|0|5|1
150930007|8|7|4|1|1
150930008|9|2|5|3|6
150930009|4|5|2|1|5
150930010|2|2|7|5|3
150930011|0|8|2|3|5
150930012|2|6|5|3|2
150930013|8|1|3|9|3
150930014|6|9|3|2|5
150930015|1|8|1|1|3
150930016|5|9|1|0|2
150930017|4|0|0|4|7
150930018|2|7|9|4|3
150930019|6|7|7|6|3
150930020|4|3|9|2|5
150930021|6|6|3|3|3
150930022|2|4|7|0|7
150930023|2|1|8|3|3
150930024|2|5|9|3|0
150930025|1|0|6|0|2
150930026|6|3|2|4|1
150930027|8|9|8|9|4
150930028|6|9|5|7|5
150930029|4|5|9|9|0
150930030|7|3|0|5|1
150930031|9|5|6|9|2
150930032|1|6|7|7|8
150930033|8|7|6|0|1
150930034|0|1|6|9|1
150930035|3|0|4|2|7
150930036|9|0|0|3|2
150930037|0|7|9|5|7
150930038|7|2|4|4|4
150930039|1|5|2|6|2
150930040|8|9|2|4|5
150930041|6|9|6|9|5
150930042|6|8|0|2|9
150930043|1|3|7|9|9
150930044|2|3|0|5|4
150930045|2|1|0|7|4
150930046|7|3|0|6|2
150930047|7|2|6|4|9
150930048|7|6|6|3|9
150930049|0|1|1|3|4
150930050|4|5|4|9|1
150930051|4|0|3|7|8
150930052|3|2|8|7|9
150930053|5|4|7|0|6
150930054|2|7|3|7|0
150930055|0|6|7|1|1
150930056|4|0|6|7|4
150930057|2|8|1|8|3
150930058|7|5|4|6|9
150930059|8|8|3|5|2
150930060|9|7|0|4|9
150930061|7|1|9|1|4
150930062|9|8|8|2|8
150930063|0|9|1|9|1
150930064|8|3|5|7|8
150930065|0|5|3|6|8
